Activity ID,Activity Name,Original Duration,Remaining Duration,Baseline Start,Baseline Finish,Start,Finish,Total Float,task_code,status_code,wbs_id,task_name,pred_list,pred_details,succ_list,succ_details,start_date,end_date,delete_record_flag_x,predtask__projwbs__wbs_full_name,task__projwbs__wbs_full_name,predtask__task_name,task__task_name,pred_task_id,task_id,pred_type,PREDTASK__status_code,TASK__status_code,lag_hr_cnt,delete_record_flag_y,Delay_Duration,Delay_Status,Predecessor_Count,Successor_Count
HE-HS-1160,Receive Company Comments-TBE for Fire Fighting & Safety Eqpt,3,0,2024-05-15,2024-05-20,15-May-24 A,20-May-24 A,,HE-HS-1160,Completed,P2543-R01-Oct24..1.EN.4.15,Receive Company Comments-TBE for Fire Fighting & Safety Eqpt,HE-HS-1150,HE-HS-1150: FS,HE-HS-1170,HE-HS-1170: FS,2024-05-15 00:00:00,2024-05-20 00:00:00,,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,Issue ICR-TBE for Fire Fighting & Safety Eqpt,Receive Company Comments-TBE for Fire Fighting & Safety Eqpt,HE-HS-1150,HE-HS-1160,FS,Completed,Completed,0,,0,2,1,1
HE-HS-1170,Re-Issue for Approval-TBE for Fire Fighting & Safety Eqpt,70,0,2024-05-22,2024-08-02,22-May-24 A,02-Sep-24 A,,HE-HS-1170,Completed,P2543-R01-Oct24..1.EN.4.15,Re-Issue for Approval-TBE for Fire Fighting & Safety Eqpt,HE-HS-1160,HE-HS-1160: FS,HE-HS-1180,HE-HS-1180: FS,2024-05-22 00:00:00,2024-09-02 17:30:00,,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,Receive Company Comments-TBE for Fire Fighting & Safety Eqpt,Re-Issue for Approval-TBE for Fire Fighting & Safety Eqpt,HE-HS-1160,HE-HS-1170,FS,Completed,Completed,0,,31,0,1,1
HE-HS-1180,Obtain Company Approval-TBE for Fire Fighting & Safety Eqpt,9,0,2024-08-05,2024-08-16,03-Sep-24 A,13-Sep-24 A,,HE-HS-1180,Completed,P2543-R01-Oct24..1.EN.4.15,Obtain Company Approval-TBE for Fire Fighting & Safety Eqpt,HE-HS-1170,HE-HS-1170: FS,"HP-ME-0920, HE-HS-1190, HP-ME-0970","HP-ME-0920: FF, HE-HS-1190: FS, HP-ME-0970: FF",2024-09-03 07:30:00,2024-09-13 17:30:00,,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,Re-Issue for Approval-TBE for Fire Fighting & Safety Eqpt,Obtain Company Approval-TBE for Fire Fighting & Safety Eqpt,HE-HS-1170,HE-HS-1180,FS,Completed,Completed,0,,28,0,1,3
HE-HS-1190,Final Issue for Design/ Construction-TBE for fire fighting and safety equipment,7,0,2024-08-19,2024-08-23,13-Sep-24 A,23-Sep-24 A,,HE-HS-1190,Completed,P2543-R01-Oct24..1.EN.4.15,Final Issue for Design/ Construction-TBE for fire fighting and safety equipment,"HE-HS-1180, HE-HS-1130","HE-HS-1180: FS, HE-HS-1130: FS",HM-ME-1850,HM-ME-1850: FS,2024-09-13 07:30:00,2024-09-23 17:30:00,,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,Obtain Company Approval-TBE for Fire Fighting & Safety Eqpt,Final Issue for Design/ Construction-TBE for fire fighting and safety equipment,HE-HS-1180,HE-HS-1190,FS,Completed,Completed,0,,31,0,2,1
HE-HS-1190,Final Issue for Design/ Construction-TBE for fire fighting and safety equipment,7,0,2024-08-19,2024-08-23,13-Sep-24 A,23-Sep-24 A,,HE-HS-1190,Completed,P2543-R01-Oct24..1.EN.4.15,Final Issue for Design/ Construction-TBE for fire fighting and safety equipment,"HE-HS-1180, HE-HS-1130","HE-HS-1180: FS, HE-HS-1130: FS",HM-ME-1850,HM-ME-1850: FS,2024-09-13 07:30:00,2024-09-23 17:30:00,,P2543-R01-Oct24..1.EN.4.20 Material Requisition for Fire Fighting and Safety Equipment,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,Final Issue for Design/ Construction-Material Requisition for fire fighting and safety equipment,Final Issue for Design/ Construction-TBE for fire fighting and safety equipment,HE-HS-1130,HE-HS-1190,FS,Completed,Completed,0,,31,0,2,1
HE-HS-1220,Issue ICR- HAZOP Review Report (Vendor),11,0,2024-07-29,2024-08-07,23-Jul-24 A,06-Aug-24 A,,HE-HS-1220,Completed,P2543-R01-Oct24..1.EN.4.14,Issue ICR- HAZOP Review Report (Vendor),HE-HS-1150,HE-HS-1150: FS,"HE-HS-1230, HE-HS-1270","HE-HS-1230: FS, HE-HS-1270: FS",2024-07-23 07:30:00,2024-08-06 17:30:00,,P2543-R01-Oct24..1.EN.4.15 TBE for Fire Fighting and Safety Equipment,P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),Issue ICR-TBE for Fire Fighting & Safety Eqpt,Issue ICR- HAZOP Review Report (Vendor),HE-HS-1150,HE-HS-1220,FS,Completed,Completed,0,,-1,1,1,2
HE-HS-1230,Receive Company Comments- HAZOP Review Report (Vendor),12,0,2024-08-08,2024-08-21,07-Aug-24 A,22-Aug-24 A,,HE-HS-1230,Completed,P2543-R01-Oct24..1.EN.4.14,Receive Company Comments- HAZOP Review Report (Vendor),HE-HS-1220,HE-HS-1220: FS,HE-HS-1240,HE-HS-1240: FF 5,2024-08-07 07:30:00,2024-08-22 17:30:00,,P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),Issue ICR- HAZOP Review Report (Vendor),Receive Company Comments- HAZOP Review Report (Vendor),HE-HS-1220,HE-HS-1230,FS,Completed,Completed,0,,1,0,1,1
HE-HS-1240,Re-Issue for Approval- HAZOP Review Report (Vendor),9,0,2024-08-22,2024-08-28,03-Sep-24 A,13-Sep-24 A,,HE-HS-1240,Completed,P2543-R01-Oct24..1.EN.4.14,Re-Issue for Approval- HAZOP Review Report (Vendor),HE-HS-1230,HE-HS-1230: FF 5,HE-HS-1200,HE-HS-1200: FS,2024-09-03 07:30:00,2024-09-13 17:30:00,,P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),Receive Company Comments- HAZOP Review Report (Vendor),Re-Issue for Approval- HAZOP Review Report (Vendor),HE-HS-1230,HE-HS-1240,FF,Completed,Completed,5,,16,0,1,1
HE-HS-1200,Obtain Company Approval- HAZOP Review Report (Vendor),6,0,2024-08-29,2024-09-11,13-Sep-24 A,20-Sep-24 A,,HE-HS-1200,Completed,P2543-R01-Oct24..1.EN.4.14,Obtain Company Approval- HAZOP Review Report (Vendor),HE-HS-1240,HE-HS-1240: FS,HE-HS-1210,HE-HS-1210: FS,2024-09-13 07:30:00,2024-09-20 17:30:00,,P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),Re-Issue for Approval- HAZOP Review Report (Vendor),Obtain Company Approval- HAZOP Review Report (Vendor),HE-HS-1240,HE-HS-1200,FS,Completed,Completed,0,,9,0,1,1
HE-HS-1270,Issue ICR- HAZOP Closeout Report (Vendor),10,0,2024-08-08,2024-08-19,03-Aug-24 A,19-Aug-24 A,,HE-HS-1270,Completed,P2543-R01-Oct24..1.EN.4.22,Issue ICR- HAZOP Closeout Report (Vendor),HE-HS-1220,HE-HS-1220: FS,HE-HS-1280,HE-HS-1280: FF 10,2024-08-03 07:30:00,2024-08-19 00:00:00,,P2543-R01-Oct24..1.EN.4.14 HAZOP Review Report (Vendor),P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),Issue ICR- HAZOP Review Report (Vendor),Issue ICR- HAZOP Closeout Report (Vendor),HE-HS-1220,HE-HS-1270,FS,Completed,Completed,0,,0,2,1,1
HE-HS-1280,Receive Company Comments- HAZOP Closeout Report (Vendor),19,0,2024-08-20,2024-09-02,02-Sep-24 A,26-Sep-24 A,,HE-HS-1280,Completed,P2543-R01-Oct24..1.EN.4.22,Receive Company Comments- HAZOP Closeout Report (Vendor),HE-HS-1270,HE-HS-1270: FF 10,HE-HS-1290,HE-HS-1290: FF 5,2024-09-02 07:30:00,2024-09-26 17:30:00,,P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),Issue ICR- HAZOP Closeout Report (Vendor),Receive Company Comments- HAZOP Closeout Report (Vendor),HE-HS-1270,HE-HS-1280,FF,Completed,Completed,10,,24,0,1,1
HE-HS-1290,Re-Issue for Approval- HAZOP Closeout Report (Vendor),16,0,2024-09-03,2024-09-09,16-Sep-24 A,07-Oct-24 A,,HE-HS-1290,Completed,P2543-R01-Oct24..1.EN.4.22,Re-Issue for Approval- HAZOP Closeout Report (Vendor),HE-HS-1280,HE-HS-1280: FF 5,HE-HS-1250,HE-HS-1250: FS,2024-09-16 07:30:00,2024-10-07 17:30:00,,P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),Receive Company Comments- HAZOP Closeout Report (Vendor),Re-Issue for Approval- HAZOP Closeout Report (Vendor),HE-HS-1280,HE-HS-1290,FF,Completed,Completed,5,,28,0,1,1
HE-HS-1250,Obtain Company Approval- HAZOP Closeout Report (Vendor),10,0,2024-09-10,2024-09-23,08-Oct-24 A,21-Oct-24 A,,HE-HS-1250,Completed,P2543-R01-Oct24..1.EN.4.22,Obtain Company Approval- HAZOP Closeout Report (Vendor),HE-HS-1290,HE-HS-1290: FS,HE-HS-1260,HE-HS-1260: FS,2024-10-08 07:30:00,2024-10-21 17:30:00,,P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),P2543-R01-Oct24..1.EN.4.22 HAZOP close out report (Vendor),Re-Issue for Approval- HAZOP Closeout Report (Vendor),Obtain Company Approval- HAZOP Closeout Report (Vendor),HE-HS-1290,HE-HS-1250,FS,Completed,Completed,0,,28,0,1,1
HE-HV-180,Issue ICR-Design Basis,7,0,2023-09-16,2023-09-27,16-Sep-23 A,27-Sep-23 A,,HE-HV-180,Completed,P2543-R01-Oct24..1.EN.12.9,Issue ICR-Design Basis,"HE-DB-0050, HE-DB-0020","HE-DB-0050: FS, HE-DB-0020: FS","HE-HV-190, HE-HV-2690","HE-HV-190: FS, HE-HV-2690: FS",2023-09-16 00:00:00,2023-09-27 00:00:00,,P2543-R01-Oct24..1.EN.3.3 Process Design Basis,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,Final Issue for Design-Design Basis,Issue ICR-Design Basis,HE-DB-0050,HE-HV-180,FS,Completed,Completed,0,,0,2,2,2
HE-HV-180,Issue ICR-Design Basis,7,0,2023-09-16,2023-09-27,16-Sep-23 A,27-Sep-23 A,,HE-HV-180,Completed,P2543-R01-Oct24..1.EN.12.9,Issue ICR-Design Basis,"HE-DB-0050, HE-DB-0020","HE-DB-0050: FS, HE-DB-0020: FS","HE-HV-190, HE-HV-2690","HE-HV-190: FS, HE-HV-2690: FS",2023-09-16 00:00:00,2023-09-27 00:00:00,,P2543-R01-Oct24..1.EN.3.3 Process Design Basis,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,Receive Company Comments-Design Basis,Issue ICR-Design Basis,HE-DB-0020,HE-HV-180,FS,Completed,Completed,0,,0,2,2,2
HE-HV-190,Receive Company Comments-Design Basis,9,0,2023-09-28,2023-10-11,28-Sep-23 A,11-Oct-23 A,,HE-HV-190,Completed,P2543-R01-Oct24..1.EN.12.9,Receive Company Comments-Design Basis,HE-HV-180,HE-HV-180: FS,HE-HV-150,HE-HV-150: FS,2023-09-28 00:00:00,2023-10-11 00:00:00,,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,Issue ICR-Design Basis,Receive Company Comments-Design Basis,HE-HV-180,HE-HV-190,FS,Completed,Completed,0,,0,2,1,1
HE-HV-150,Re-Issue for Approval-Design Basis,14,0,2023-11-07,2023-11-27,07-Nov-23 A,27-Nov-23 A,,HE-HV-150,Completed,P2543-R01-Oct24..1.EN.12.9,Re-Issue for Approval-Design Basis,HE-HV-190,HE-HV-190: FS,HE-HV-170,HE-HV-170: FS,2023-11-07 00:00:00,2023-11-27 00:00:00,,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,Receive Company Comments-Design Basis,Re-Issue for Approval-Design Basis,HE-HV-190,HE-HV-150,FS,Completed,Completed,0,,0,2,1,1
HE-HV-170,Obtain Company Approval-Design Basis,9,0,2023-11-28,2023-12-12,28-Nov-23 A,12-Dec-23 A,,HE-HV-170,Completed,P2543-R01-Oct24..1.EN.12.9,Obtain Company Approval-Design Basis,HE-HV-150,HE-HV-150: FS,HE-HV-160,HE-HV-160: FS,2023-11-28 00:00:00,2023-12-12 00:00:00,,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,Re-Issue for Approval-Design Basis,Obtain Company Approval-Design Basis,HE-HV-150,HE-HV-170,FS,Completed,Completed,0,,0,2,1,1
HE-HV-160,Final Issue for Design-Design Basis,18,0,2023-12-13,2024-01-09,13-Dec-23 A,09-Jan-24 A,,HE-HV-160,Completed,P2543-R01-Oct24..1.EN.12.9,Final Issue for Design-Design Basis,HE-HV-170,HE-HV-170: FS,HE-HV-2780,HE-HV-2780: FS,2023-12-13 00:00:00,2024-01-09 00:00:00,,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,Obtain Company Approval-Design Basis,Final Issue for Design-Design Basis,HE-HV-170,HE-HV-160,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2690,Issue ICR- Specification for HVAC,7,0,2023-11-01,2023-11-10,01-Nov-23 A,10-Nov-23 A,,HE-HV-2690,Completed,P2543-R01-Oct24..1.EN.12.A11,Issue ICR- Specification for HVAC,HE-HV-180,HE-HV-180: FS,HE-HV-2700,HE-HV-2700: FS,2023-11-01 00:00:00,2023-11-10 00:00:00,,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,Issue ICR-Design Basis,Issue ICR- Specification for HVAC,HE-HV-180,HE-HV-2690,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2700,Receive Company Comments- Specification for HVAC,4,0,2023-11-11,2023-11-17,11-Nov-23 A,17-Nov-23 A,,HE-HV-2700,Completed,P2543-R01-Oct24..1.EN.12.A11,Receive Company Comments- Specification for HVAC,HE-HV-2690,HE-HV-2690: FS,HE-HV-2710,HE-HV-2710: FS,2023-11-11 00:00:00,2023-11-17 00:00:00,,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,Issue ICR- Specification for HVAC,Receive Company Comments- Specification for HVAC,HE-HV-2690,HE-HV-2700,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2710,Re-Issue for Approval- Specification for HVAC,5,0,2023-11-17,2023-11-24,17-Nov-23 A,24-Nov-23 A,,HE-HV-2710,Completed,P2543-R01-Oct24..1.EN.12.A11,Re-Issue for Approval- Specification for HVAC,HE-HV-2700,HE-HV-2700: FS,HE-HV-2720,HE-HV-2720: FS,2023-11-17 00:00:00,2023-11-24 00:00:00,,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,Receive Company Comments- Specification for HVAC,Re-Issue for Approval- Specification for HVAC,HE-HV-2700,HE-HV-2710,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2720,Obtain Company Approval- Specification for HVAC,6,0,2023-11-28,2023-12-07,28-Nov-23 A,07-Dec-23 A,,HE-HV-2720,Completed,P2543-R01-Oct24..1.EN.12.A11,Obtain Company Approval- Specification for HVAC,HE-HV-2710,HE-HV-2710: FS,HE-HV-2730,HE-HV-2730: FS,2023-11-28 00:00:00,2023-12-07 00:00:00,,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,Re-Issue for Approval- Specification for HVAC,Obtain Company Approval- Specification for HVAC,HE-HV-2710,HE-HV-2720,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2730,Final Issue for Design/ Construction-Specification for HVAC,12,0,2024-01-29,2024-02-14,29-Jan-24 A,14-Feb-24 A,,HE-HV-2730,Completed,P2543-R01-Oct24..1.EN.12.A11,Final Issue for Design/ Construction-Specification for HVAC,HE-HV-2720,HE-HV-2720: FS,HE-HV-2780,HE-HV-2780: FS,2024-01-29 00:00:00,2024-02-14 00:00:00,,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,Obtain Company Approval- Specification for HVAC,Final Issue for Design/ Construction-Specification for HVAC,HE-HV-2720,HE-HV-2730,FS,Completed,Completed,0,,0,2,1,1
HE-BL-1090,"Receive Company Comments-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",6,0,2024-03-29,2024-04-12,29-Mar-24 A,12-Apr-24 A,,HE-BL-1090,Completed,P2543-R01-Oct24..1.EN.12.1,"Receive Company Comments-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1080,HE-BL-1080: FS,HE-BL-1050,HE-BL-1050: FS,2024-03-29 00:00:00,2024-04-12 00:00:00,,"P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Issue ICR-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Receive Company Comments-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1080,HE-BL-1090,FS,Completed,Completed,0,,0,2,1,1
HE-BL-1080,"Issue ICR-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",12,0,2024-03-31,2024-04-23,31-Mar-24 A,23-Apr-24 A,,HE-BL-1080,Completed,P2543-R01-Oct24..1.EN.12.1,"Issue ICR-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1130,HE-BL-1130: FS 10,"HE-BL-1380, HE-BL-1090","HE-BL-1380: FF 1, HE-BL-1090: FS",2024-03-31 00:00:00,2024-04-23 00:00:00,,"P2543-R01-Oct24..1.EN.12.2 Foundation, GA & Reinforcement Details for E&I Building at Sweihan CRS","P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Issue ICR-Foundation, GA & Reinforcement Details for E&I Building at Sweihan CRS","Issue ICR-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1130,HE-BL-1080,FS,Completed,Completed,10,,0,2,1,2
HE-BL-1050,"Re-Issue for Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",10,0,2024-04-12,2024-04-26,12-Apr-24 A,26-Apr-24 A,,HE-BL-1050,Completed,P2543-R01-Oct24..1.EN.12.1,"Re-Issue for Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1090,HE-BL-1090: FS,HE-BL-1070,HE-BL-1070: FS,2024-04-12 00:00:00,2024-04-26 00:00:00,,"P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Receive Company Comments-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Re-Issue for Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1090,HE-BL-1050,FS,Completed,Completed,0,,0,2,1,1
HE-BL-1070,"Obtain Company Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",10,0,2024-04-26,2024-05-10,26-Apr-24 A,10-May-24 A,,HE-BL-1070,Completed,P2543-R01-Oct24..1.EN.12.1,"Obtain Company Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1050,HE-BL-1050: FS,HE-BL-1060,HE-BL-1060: FS,2024-04-26 00:00:00,2024-05-10 00:00:00,,"P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Re-Issue for Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Obtain Company Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1050,HE-BL-1070,FS,Completed,Completed,0,,0,2,1,1
HE-BL-1060,"Final Issue for Design-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",18,0,2024-05-24,2024-08-16,24-May-24 A,23-Jun-24 A,,HE-BL-1060,Completed,P2543-R01-Oct24..1.EN.12.1,"Final Issue for Design-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1070,HE-BL-1070: FS,HE-BL-1360,HE-BL-1360: FF,2024-05-24 00:00:00,2024-06-23 17:30:00,,"P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","P2543-R01-Oct24..1.EN.12.1 Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Obtain Company Approval-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex","Final Issue for Design-Foundation, GA & Reinforcement Details for E&I Building at Habshan complex",HE-BL-1070,HE-BL-1060,FS,Completed,Completed,0,,-54,1,1,1
HE-HV-2740,Issue ICR- Specification for Material Handling,11,0,2024-02-26,2024-03-11,26-Feb-24 A,11-Mar-24 A,,HE-HV-2740,Completed,P2543-R01-Oct24..1.EN.12.A111,Issue ICR- Specification for Material Handling,HE-PI-0020,HE-PI-0020: FS,"HE-HV-2750, HE-HV-2790","HE-HV-2750: FS, HE-HV-2790: FS",2024-02-26 00:00:00,2024-03-11 00:00:00,,P2543-R01-Oct24..1.EN.7.1 Piping Material Specification,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Receive Company Comments-Piping Material Specifications,Issue ICR- Specification for Material Handling,HE-PI-0020,HE-HV-2740,FS,Completed,Completed,0,,0,2,1,2
HE-HV-2750,Receive Company Comments- Specification for Material Handling,9,0,2024-03-12,2024-03-27,12-Mar-24 A,27-Mar-24 A,,HE-HV-2750,Completed,P2543-R01-Oct24..1.EN.12.A111,Receive Company Comments- Specification for Material Handling,HE-HV-2740,HE-HV-2740: FS,HE-HV-2760,HE-HV-2760: FS,2024-03-12 00:00:00,2024-03-27 00:00:00,,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Issue ICR- Specification for Material Handling,Receive Company Comments- Specification for Material Handling,HE-HV-2740,HE-HV-2750,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2760,Re-Issue for Approval- Specification for Material Handling,14,0,2024-03-31,2024-04-25,31-Mar-24 A,25-Apr-24 A,,HE-HV-2760,Completed,P2543-R01-Oct24..1.EN.12.A111,Re-Issue for Approval- Specification for Material Handling,HE-HV-2750,HE-HV-2750: FS,HE-HV-2770,HE-HV-2770: FS,2024-03-31 00:00:00,2024-04-25 00:00:00,,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Receive Company Comments- Specification for Material Handling,Re-Issue for Approval- Specification for Material Handling,HE-HV-2750,HE-HV-2760,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2770,Obtain Company Approval- Specification for Material Handling,1,0,2024-04-27,2024-04-30,27-Apr-24 A,30-Apr-24 A,,HE-HV-2770,Completed,P2543-R01-Oct24..1.EN.12.A111,Obtain Company Approval- Specification for Material Handling,HE-HV-2760,HE-HV-2760: FS,HE-HV-2780,HE-HV-2780: FS,2024-04-27 00:00:00,2024-04-30 00:00:00,,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Re-Issue for Approval- Specification for Material Handling,Obtain Company Approval- Specification for Material Handling,HE-HV-2760,HE-HV-2770,FS,Completed,Completed,0,,0,2,1,1
HE-HV-2780,Final Issue for Design/ Construction-Specification for Material Handling,13,0,2024-05-01,2024-05-20,01-May-24 A,20-May-24 A,,HE-HV-2780,Completed,P2543-R01-Oct24..1.EN.12.A111,Final Issue for Design/ Construction-Specification for Material Handling,"HE-HV-2770, HE-HV-160, HE-HV-2730","HE-HV-2770: FS, HE-HV-160: FS, HE-HV-2730: FS",HE-HV-2830,HE-HV-2830: FS,2024-05-01 00:00:00,2024-05-20 00:00:00,,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Obtain Company Approval- Specification for Material Handling,Final Issue for Design/ Construction-Specification for Material Handling,HE-HV-2770,HE-HV-2780,FS,Completed,Completed,0,,0,2,3,1
HE-HV-2780,Final Issue for Design/ Construction-Specification for Material Handling,13,0,2024-05-01,2024-05-20,01-May-24 A,20-May-24 A,,HE-HV-2780,Completed,P2543-R01-Oct24..1.EN.12.A111,Final Issue for Design/ Construction-Specification for Material Handling,"HE-HV-2770, HE-HV-160, HE-HV-2730","HE-HV-2770: FS, HE-HV-160: FS, HE-HV-2730: FS",HE-HV-2830,HE-HV-2830: FS,2024-05-01 00:00:00,2024-05-20 00:00:00,,P2543-R01-Oct24..1.EN.12.9 HVAC Design Basis,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Final Issue for Design-Design Basis,Final Issue for Design/ Construction-Specification for Material Handling,HE-HV-160,HE-HV-2780,FS,Completed,Completed,0,,0,2,3,1
HE-HV-2780,Final Issue for Design/ Construction-Specification for Material Handling,13,0,2024-05-01,2024-05-20,01-May-24 A,20-May-24 A,,HE-HV-2780,Completed,P2543-R01-Oct24..1.EN.12.A111,Final Issue for Design/ Construction-Specification for Material Handling,"HE-HV-2770, HE-HV-160, HE-HV-2730","HE-HV-2770: FS, HE-HV-160: FS, HE-HV-2730: FS",HE-HV-2830,HE-HV-2830: FS,2024-05-01 00:00:00,2024-05-20 00:00:00,,P2543-R01-Oct24..1.EN.12.A11 Specification for HVAC,P2543-R01-Oct24..1.EN.12.A111 Specification for Material Handling Equipment,Final Issue for Design/ Construction-Specification for HVAC,Final Issue for Design/ Construction-Specification for Material Handling,HE-HV-2730,HE-HV-2780,FS,Completed,Completed,0,,0,2,3,1
