Activity ID,Activity Name,Original Duration,wbs_id,pred_list,pred_details,succ_list,succ_details,start_date,end_date,Duration
HP-BK-0020,Prepare TBE and Company approval for Power & Control Cables,69,P2543-R01-Oct24..1.1.BK.17.1,HP-BK-0010,HP-BK-0010: FS,HP-BK-0030,HP-BK-0030: FS,2024-05-03 00:00:00,2024-08-13 17:30:00,102
HP-BK-0030,Commercial Clarifications & Placement of PO for Power & Control Cables,8,P2543-R01-Oct24..1.1.BK.17.1,HP-BK-0020,HP-BK-0020: FS,HM-EL-0010,HM-EL-0010: FS,2024-08-14 07:30:00,2024-08-23 17:30:00,9
HP-BK-0110,"RFQ, Receipt of Bid for Cable Trays",9,P2543-R01-Oct24..1.1.BK.13.1,HE-EL-1630,HE-EL-1630: FS,"ML1549-D32, HP-BK-0120","ML1549-D32: FF, HP-BK-0120: FS",2024-07-30 07:30:00,2024-08-11 17:30:00,12
HP-BK-0120,Prepare TBE and Company approval for Cable Trays,12,P2543-R01-Oct24..1.1.BK.13.1,"HP-BK-0110, HE-EL-1510","HP-BK-0110: FS, HE-EL-1510: SS",HP-BK-0130,HP-BK-0130: FS,2024-08-14 07:30:00,2024-08-29 17:30:00,15
HP-BK-0130,Commercial Clarifications & Placement of PO for  Cable Trays,16,P2543-R01-Oct24..1.1.BK.13.1,HP-BK-0120,HP-BK-0120: FS,"HM-EL-0250, HM-EL-0210","HM-EL-0250: FS, HM-EL-0210: FS",2024-09-04 07:30:00,2024-09-25 17:30:00,21
HP-BK-0160,"RFQ, Receipt of Bid for Earthing Material",6,P2543-R01-Oct24..1.1.BK.15.1,HE-EL-1630,HE-EL-1630: FS,"ML1549-D32, HP-BK-0170","ML1549-D32: FF, HP-BK-0170: FS",2024-04-29 07:30:00,2024-05-06 17:30:00,7
HP-BK-0170,Prepare TBE and Company approval for Earthing Material,74,P2543-R01-Oct24..1.1.BK.15.1,"HP-BK-0160, HE-EL-2410, HE-EL-2440","HP-BK-0160: FS, HE-EL-2410: SS, HE-EL-2440: FF",HP-BK-0180,HP-BK-0180: FS,2024-05-06 17:30:00,2024-08-22 17:30:00,108
HP-ME-1070,"RFQ, Receipt of Bid for Manual/Ball/ Globe/ Check/ Plug Valves",38,P2543-R01-Oct24..1.1.BK.1.1,"HE-PI-1020, HE-PL-1690","HE-PI-1020: FS, HE-PL-1690: FS","HP-ME-1080, HE-PI-1080, HE-PL-2270","HP-ME-1080: FS, HE-PI-1080: FS, HE-PL-2270: FS",2023-12-01 00:00:00,2024-01-26 00:00:00,56
HP-ME-1080,Prepare TBE and Company approval for Manual/ Ball/ Globe/ Check/ Plug Valves,3,P2543-R01-Oct24..1.1.BK.1.1,"HP-ME-1070, HE-PI-1080, HE-PI-1110, HE-PL-2270, HE-PL-2300","HP-ME-1070: FS, HE-PI-1080: SS, HE-PI-1110: FF, HE-PL-2270: SS, HE-PL-2300: FF",HP-ME-1090,HP-ME-1090: FS,2024-03-16 00:00:00,2024-03-22 00:00:00,6
HP-ME-1090,Commercial Clarifications & Placement of PO for Manual/ Ball/ Globe/ Check/ Plug Valves,3,P2543-R01-Oct24..1.1.BK.1.1,"HP-ME-1080, HE-PI-1060, HE-PI-1110","HP-ME-1080: FS, HE-PI-1060: FS, HE-PI-1110: FS","HM-PL-0190, HM-PL-0150, ML1043-C14, ML1369-C21","HM-PL-0190: FS, HM-PL-0150: FS, ML1043-C14: FF, ML1369-C21: FF",2024-03-23 00:00:00,2024-03-29 00:00:00,6
HP-BK-550,"RFQ, Receipt of Bid for Cable Gland & Termination",10,P2543-R01-Oct24..1.1.BK.3.1,HE-EL-2010,HE-EL-2010: FS,"HP-BK-540, HE-EL-2360","HP-BK-540: FS, HE-EL-2360: FS",2024-08-12 07:30:00,2024-08-23 17:30:00,11
HP-BK-540,Prepare TBE and Company approval for Cable Gland & Termination,6,P2543-R01-Oct24..1.1.BK.3.1,"HP-BK-550, HE-EL-2360","HP-BK-550: FS, HE-EL-2360: FF",HP-BK-530,HP-BK-530: FS,2024-08-26 07:30:00,2024-09-02 17:30:00,7
HP-BK-530,Commercial Clarifications & Placement of PO for  Cable Gland & Termination,9,P2543-R01-Oct24..1.1.BK.3.1,HP-BK-540,HP-BK-540: FS,HM-EL-530,HM-EL-530: FS,2024-09-03 07:30:00,2024-09-13 17:30:00,10
HP-BK-0210,"RFQ, Receipt of Bid for MCT",6,P2543-R01-Oct24..1.1.BK.16.1,HE-EL-1960,HE-EL-1960: FS,"ML1549-D32, HP-BK-0220","ML1549-D32: FF, HP-BK-0220: FS",2024-05-31 07:30:00,2024-06-09 17:30:00,9
HS-GN-0250,"RFQ, Receipt of Bid  - Modification of Exiting CTMM",22,P2543-R01-Oct24..1.1.BK.10,HE-IC-1930,HE-IC-1930: FS,HS-GN-0280,HS-GN-0280: FS,2023-10-30 00:00:00,2023-11-29 00:00:00,30
HS-GN-0280,Prepare TBE and Company approval - Modification of Exiting CTMM,40,P2543-R01-Oct24..1.1.BK.10,"HS-GN-0250, HE-IC-2440","HS-GN-0250: FS, HE-IC-2440: FF",HS-GN-0290,HS-GN-0290: FS,2023-11-30 00:00:00,2024-01-29 00:00:00,60
HS-GN-0290,Commercial Clarifications & Placement of PO - Modification of Exiting CTMM,14,P2543-R01-Oct24..1.1.BK.10,HS-GN-0280,HS-GN-0280: FS,"ML1549-D32, C-MAQTA-EI-1000, C-MAQTA-TE-1000, C-MAQTA-TE-1010, C-541CR-EI-1020, C-541CR-TE-1000, C-577-TE-1000, C-601-TE-1000","ML1549-D32: FF, C-MAQTA-EI-1000: FS, C-MAQTA-TE-1000: FS, C-MAQTA-TE-1010: FS, C-541CR-EI-1020: FS, C-541CR-TE-1000: FS, C-577-TE-1000: FS, C-601-TE-1000: FS",2024-01-29 00:00:00,2024-02-16 00:00:00,18
HS-GN-0430,"RFQ, Receipt of Bid   - Modification of Existing DCS",34,P2543-R01-Oct24..1.1.BK.18,"HE-IC-0190, HE-IC-0550, HE-IC-0230, HE-IC-0290, HE-IC-0250","HE-IC-0190: FS, HE-IC-0550: FS, HE-IC-0230: FS, HE-IC-0290: FS, HE-IC-0250: FS",HS-GN-0460,HS-GN-0460: FS,2024-01-26 00:00:00,2024-03-15 00:00:00,49
HS-GN-0460,Prepare TBE and Company approval - Modification of Existing DCS,43,P2543-R01-Oct24..1.1.BK.18,HS-GN-0430,HS-GN-0430: FS,HS-GN-0470,HS-GN-0470: FS,2024-03-31 00:00:00,2024-06-05 00:00:00,66
HS-GN-0470,Commercial Clarifications & Placement of PO - Modification of Existing DCS,2,P2543-R01-Oct24..1.1.BK.18,HS-GN-0460,HS-GN-0460: FS,"C-COM-790, C-MAQTA-EI-1000, C-MAQTA-TE-1000, C-MAQTA-TE-1010, C-541CR-EI-1020, C-541CR-TE-1000, C-577-TE-1000, C-601-TE-1000","C-COM-790: FS, C-MAQTA-EI-1000: FS, C-MAQTA-TE-1000: FS, C-MAQTA-TE-1010: FS, C-541CR-EI-1020: FS, C-541CR-TE-1000: FS, C-577-TE-1000: FS, C-601-TE-1000: FS",2024-06-06 00:00:00,2024-06-10 00:00:00,4
HS-GN-0370,"RFQ, Receipt of Bid - Modification of Exiting SMC / SCADA",34,P2543-R01-Oct24..1.1.BK.14,"HE-IC-1930, HE-IC-2880","HE-IC-1930: FS, HE-IC-2880: FS","HS-GN-0400, HE-IC-2900","HS-GN-0400: FS, HE-IC-2900: FS",2024-01-26 00:00:00,2024-03-15 00:00:00,49
HS-GN-0400,Prepare TBE and Company approval - Modification of Exiting SMC / SCADA,38,P2543-R01-Oct24..1.1.BK.14,"HS-GN-0370, HE-IC-2440","HS-GN-0370: FS, HE-IC-2440: FF",HS-GN-0410,HS-GN-0410: FS,2024-04-11 00:00:00,2024-06-05 00:00:00,55
HS-GN-0410,Commercial Clarifications & Placement of PO - Modification of Exiting SMC / SCADA,3,P2543-R01-Oct24..1.1.BK.14,HS-GN-0400,HS-GN-0400: FS,"C-COM-790, HE-IC-2790, C-MAQTA-EI-1000, C-MAQTA-TE-1000, C-MAQTA-TE-1010, C-541CR-EI-1020, C-541CR-TE-1000, C-577-TE-1000, C-601-TE-1000","C-COM-790: FS, HE-IC-2790: FS, C-MAQTA-EI-1000: FS, C-MAQTA-TE-1000: FS, C-MAQTA-TE-1010: FS, C-541CR-EI-1020: FS, C-541CR-TE-1000: FS, C-577-TE-1000: FS, C-601-TE-1000: FS",2024-06-06 07:30:00,2024-06-10 17:30:00,4
HS-GN-0310,"RFQ, Receipt of Bid - Modification of Existing Telecom System",28,P2543-R01-Oct24..1.1.BK.12,"HE-IC-620, HE-IC-2730","HE-IC-620: SS, HE-IC-2730: FS",HS-GN-0340,HS-GN-0340: FS,2023-11-29 00:00:00,2024-01-10 00:00:00,42
HS-GN-0340,Prepare TBE and Company approval - Modification of Existing Telecom System,93,P2543-R01-Oct24..1.1.BK.12,HS-GN-0310,HS-GN-0310: FS,HS-GN-0350,HS-GN-0350: FS,2024-01-11 00:00:00,2024-05-29 00:00:00,139
HS-GN-0350,Commercial Clarifications & Placement of PO - Modification of Existing Telecom System,6,P2543-R01-Oct24..1.1.BK.12,HS-GN-0340,HS-GN-0340: FS,"ML1549-D32, C-MAQTA-EI-1000, C-MAQTA-TE-1000, C-MAQTA-TE-1010, C-541CR-EI-1020, C-541CR-TE-1000, C-577-TE-1000, C-601-TE-1000","ML1549-D32: FF, C-MAQTA-EI-1000: FS, C-MAQTA-TE-1000: FS, C-MAQTA-TE-1010: FS, C-541CR-EI-1020: FS, C-541CR-TE-1000: FS, C-577-TE-1000: FS, C-601-TE-1000: FS",2024-05-30 00:00:00,2024-06-07 00:00:00,8
HP-BK-0260,1st Civil Bulk material MTO,12,P2543-R01-Oct24..1.1.BK.11.1,"HE-CS-1510, HE-CS-0230","HE-CS-1510: FS, HE-CS-0230: FS",HM-CS-0010,HM-CS-0010: FS,2024-05-02 07:30:00,2024-05-19 17:30:00,17
HP-BK-0340,1st Piping Bulk material MTO,14,P2543-R01-Oct24..1.1.BK.4.1,HE-PI-1260,HE-PI-1260: FS,HM-PI-0010,HM-PI-0010: FS,2024-03-31 00:00:00,2024-04-25 00:00:00,25
HP-BK-0350,Final Piping Bulk material MTO,8,P2543-R01-Oct24..1.1.BK.4.1,"HE-PI-1300, HE-PI-1400","HE-PI-1300: FF, HE-PI-1400: FS",HM-PI-0020,HM-PI-0020: FS,2024-10-01 07:30:00,2024-10-10 17:30:00,9
HP-BK-520,1st Piping Special Items MTO,15,P2543-R01-Oct24..1.1.BK.2.1,HE-PI-1260,HE-PI-1260: FS,"HM-PI-60, HP-BK-510","HM-PI-60: FS, HP-BK-510: FS",2024-07-29 07:30:00,2024-08-16 17:30:00,18
HP-BK-510,Final Piping Special Items MTO,10,P2543-R01-Oct24..1.1.BK.2.1,HP-BK-520,HP-BK-520: FS,HM-PI-50,HM-PI-50: FS,2024-08-17 07:30:00,2024-08-30 17:30:00,13
HP-BK-0390,Final Pipeline Bulk material MTO,5,P2543-R01-Oct24..1.1.BK.6.1,HE-PL-3270,HE-PL-3270: FS,HM-PL-0860,HM-PL-0860: FS,2024-07-29 07:30:00,2024-08-02 17:30:00,4
HP-BK-0380,1st Pipeline Bulk material MTO,14,P2543-R01-Oct24..1.1.BK.6.1,"HE-PL-3230, HE-PL-3260","HE-PL-3230: FS, HE-PL-3260: FS",HM-PL-0850,HM-PL-0850: FS,2024-08-07 07:30:00,2024-08-26 17:30:00,19
HP-BK-0420,1st Electrical Bulk material MTO,29,P2543-R01-Oct24..1.1.BK.7.1,HE-EL-1810,HE-EL-1810: FS,HM-EL-0490,HM-EL-0490: FS,2024-08-19 07:30:00,2024-09-26 17:30:00,38
HP-BK-0460,1st Instrumentation Bulk material MTO,5,P2543-R01-Oct24..1.1.BK.8.1,HE-IC-2590,HE-IC-2590: FS,HM-IC-0010,HM-IC-0010: FS,2024-10-15 07:30:00,2024-10-21 17:30:00,6
HP-BK-0500,1st Telecom Bulk material MTO,10,P2543-R01-Oct24..1.1.BK.9.1,HE-TL-0850,HE-TL-0850: FS,HM-TL-0010,HM-TL-0010: FS,2024-10-01 07:30:00,2024-10-14 17:30:00,13
HS-GN-0070,Prepare/Issue Scope of Work - HSE Studies,4,P2543-R01-Oct24..1.2.13.9,"HE-HS-0070, HE-HS-0010","HE-HS-0070: SS, HE-HS-0010: SS",HS-GN-0080,HS-GN-0080: FS 2,2023-07-24 00:00:00,2023-07-28 00:00:00,4
HS-GN-0080,Receive Bids - HSE Studies,4,P2543-R01-Oct24..1.2.13.9,HS-GN-0070,HS-GN-0070: FS 2,HS-GN-0100,HS-GN-0100: FS,2023-08-01 00:00:00,2023-08-07 00:00:00,6
HS-GN-0100,Complete Evaluation (Internal) - HSE Studies,4,P2543-R01-Oct24..1.2.13.9,HS-GN-0080,HS-GN-0080: FS,HS-GN-0110,HS-GN-0110: FS,2023-08-26 00:00:00,2023-09-01 00:00:00,6
HS-GN-0110,Place LOA/FOA - HSE Studies,17,P2543-R01-Oct24..1.2.13.9,HS-GN-0100,HS-GN-0100: FS,"HE-HS-0970, HE-PI-0150, HE-HS-0670, HE-HS-0490, HE-PI-0130, C-COM-790, CAB-5290, HE-WS-0050, HE-WS-0020, HE-HS-0190, HE-HS-0130","HE-HS-0970: FS, HE-PI-0150: FS, HE-HS-0670: FS, HE-HS-0490: FS, HE-PI-0130: FS, C-COM-790: FS, CAB-5290: FS, HE-WS-0050: FS, HE-WS-0020: FS, HE-HS-0190: FS, HE-HS-0130: FS",2023-09-01 00:00:00,2023-09-26 00:00:00,25
HS-GN-0130,Prepare/Issue Scope of Work - Topographical survey & Geotechnical Investigation,9,P2543-R01-Oct24..1.2.13.4,ML1001,ML1001: SS 3,HS-GN-0140,HS-GN-0140: FS,2023-07-13 00:00:00,2023-07-27 00:00:00,14
HS-GN-0140,Receive Bids - Topographical survey & Geotechnical Investigation,4,P2543-R01-Oct24..1.2.13.4,HS-GN-0130,HS-GN-0130: FS,HS-GN-0160,HS-GN-0160: FS,2023-08-01 00:00:00,2023-08-07 00:00:00,6
HS-GN-0160,Complete Evaluation (Internal) - Topographical survey & Geotechnical Investigation,4,P2543-R01-Oct24..1.2.13.4,HS-GN-0140,HS-GN-0140: FS,HS-GN-0170,HS-GN-0170: FS,2023-08-26 00:00:00,2023-09-01 00:00:00,6
HS-GN-0170,Place LOA/FOA - Topographical survey & Geotechnical Investigation,2,P2543-R01-Oct24..1.2.13.4,HS-GN-0160,HS-GN-0160: FS,"ML1007-B02, HE-SS-0030, HE-SS-0040","ML1007-B02: FS, HE-SS-0030: FS, HE-SS-0040: FS",2023-09-01 00:00:00,2023-09-05 00:00:00,4
HS-GN-0490,Prepare/Issue Scope of Work - Cathodic Protection Work,27,P2543-R01-Oct24..1.2.13.11,"HE-PL-2420, HE-CP-150","HE-PL-2420: FS, HE-CP-150: FS",HS-GN-0500,HS-GN-0500: FS,2023-11-22 00:00:00,2024-01-02 00:00:00,41
HS-GN-0500,Receive Bids -  Cathodic Protection Work,13,P2543-R01-Oct24..1.2.13.11,HS-GN-0490,HS-GN-0490: FS,HS-GN-0520,HS-GN-0520: FS,2024-02-26 00:00:00,2024-03-15 00:00:00,18
HS-GN-0520,Complete Evaluation (Internal) -  Cathodic Protection Work,9,P2543-R01-Oct24..1.2.13.11,HS-GN-0500,HS-GN-0500: FS,HS-GN-0530,HS-GN-0530: FS,2024-03-15 00:00:00,2024-03-29 00:00:00,14
HS-GN-0530,Place LOA/FOA -  Cathodic Protection Work,1,P2543-R01-Oct24..1.2.13.11,HS-GN-0520,HS-GN-0520: FS,"ML1038-C10, HM-PL-0350, C-56-HC01-PL-CA-5220, C-56-HC01-PL-CA-5200, C-56-HC01-PL-CA-5400, C-56-HC01-PL-CA-5430, C-52-HG01-PL-CA-5200, C-52-HG01-PL-CA-5220","ML1038-C10: FF, HM-PL-0350: FS, C-56-HC01-PL-CA-5220: FS, C-56-HC01-PL-CA-5200: FS, C-56-HC01-PL-CA-5400: FS, C-56-HC01-PL-CA-5430: FS, C-52-HG01-PL-CA-5200: FS, C-52-HG01-PL-CA-5220: FS",2024-05-17 00:00:00,2024-05-20 00:00:00,3
HS-CN-0060,NDRC RFQ & Quotation Receipt,5,P2543-R01-Oct24..1.2.12.2,"HE-PL-0170, ML1002","HE-PL-0170: SS, ML1002: FS",HS-CN-0080,HS-CN-0080: FS,2023-08-31 00:00:00,2023-09-07 00:00:00,7
HS-CN-0080,NDRC  Complete Evaluation (Internal),19,P2543-R01-Oct24..1.2.12.2,HS-CN-0060,HS-CN-0060: FS,HS-CN-0090,HS-CN-0090: FS,2023-09-08 00:00:00,2023-10-05 00:00:00,27
HS-CN-0090,NDRC Subcontract Award,30,P2543-R01-Oct24..1.2.12.2,HS-CN-0080,HS-CN-0080: FS,"ML1579-E03, ML1679-E13, C-56-HC01-PL-ME-4800, C-56-01HG-PL-CA-5220, C-56-01HG-PL-CA-5420, C-56-01HG-PL-ME-4800, C-56-01HG-PL-ME-5000, C-52-06CR-PL-CA-5200, C-52-06CR-PL-ME-7400, C-52-0506-PL-CA-5200, C-52-0506-PL-ME-7400, C-52-0405-PL-CA-5200, C-52-0405-PL","ML1579-E03: FS, ML1679-E13: FS, C-56-HC01-PL-ME-4800: FF, C-56-01HG-PL-CA-5220: FS, C-56-01HG-PL-CA-5420: FS, C-56-01HG-PL-ME-4800: FF, C-56-01HG-PL-ME-5000: FF, C-52-06CR-PL-CA-5200: FF, C-52-06CR-PL-ME-7400: FF, C-52-0506-PL-CA-5200: FF, C-52-0506-PL-ME-",2023-10-06 00:00:00,2023-11-17 00:00:00,42
HS-CN-0110,Testing & Precommissioning RFQ & Quotation Receipt,27,P2543-R01-Oct24..1.2.12.3,ML1002,ML1002: FS,HS-CN-0130,HS-CN-0130: FS,2023-11-22 00:00:00,2024-01-02 00:00:00,41
HS-CN-0130,Testing & Precommissioning Complete Evaluation (Internal),35,P2543-R01-Oct24..1.2.12.3,HS-CN-0110,HS-CN-0110: FS,HS-CN-0140,HS-CN-0140: FS,2024-03-06 00:00:00,2024-05-02 00:00:00,57
HS-CN-0140,Testing & Precommissioning Subcontract Award,11,P2543-R01-Oct24..1.2.12.3,HS-CN-0130,HS-CN-0130: FS,"CCM-PM4540, PRECOM-56-PL-1000, PRECOM-56-PL-1000, PRECOM-56-EB2-1000, PRECOM-56-EB2-1000, PRECOM-56-G-1000, PRECOM-56-59101-1000, PRECOM-56-59101-1000, PRECOM-56-PR-1000, PRECOM-56-HGHC-1000, PRECOM-52-59806-1000, PRECOM-52-06CR-1000, PRECOM-52-EB1-1000, P","CCM-PM4540: SS, PRECOM-56-PL-1000: SS, PRECOM-56-PL-1000: FS, PRECOM-56-EB2-1000: SS, PRECOM-56-EB2-1000: FS, PRECOM-56-G-1000: FS, PRECOM-56-59101-1000: SS, PRECOM-56-59101-1000: FS, PRECOM-56-PR-1000: FS, PRECOM-56-HGHC-1000: FS, PRECOM-52-59806-1000: FS",2024-05-03 00:00:00,2024-05-20 00:00:00,17
HS-CN-0160,NDT / PWHT RFQ & Quotation Receipt,20,P2543-R01-Oct24..1.2.12.4,"HE-SS-0030, ML1002","HE-SS-0030: SS, ML1002: FS","HS-CN-750, HS-CN-710, HS-CN-0180","HS-CN-750: FS, HS-CN-710: FS 15, HS-CN-0180: FS",2023-09-07 00:00:00,2023-10-05 00:00:00,28
HS-CN-0180,NDT / PWHT   Complete Evaluation (Internal),20,P2543-R01-Oct24..1.2.12.4,HS-CN-0160,HS-CN-0160: FS,HS-CN-0190,HS-CN-0190: FS,2023-10-06 00:00:00,2023-11-03 00:00:00,28
HS-CN-0190,NDT / PWHT Subcontract Award,10,P2543-R01-Oct24..1.2.12.4,HS-CN-0180,HS-CN-0180: FS,"ML1559-E01, C-56-PL-607-PI-1000, C-56-PL-607-PI-1400, C-56-PL-607-PI-2000, C-56-G-HT-PI-1000, C-56-G-HT-PI-1200, C-56-G-HT-PI-1400, C-56-G-HT-PI-2000, C-56-HC01-PL-ME-4000, C-56-PR-838-PI-1000, C-56-PR-838-PI-1200, C-56-PR-838-PI-1400, C-56-PR-838-PI-2000,","ML1559-E01: FS 30, C-56-PL-607-PI-1000: FS, C-56-PL-607-PI-1400: FS, C-56-PL-607-PI-2000: FS, C-56-G-HT-PI-1000: FS, C-56-G-HT-PI-1200: FS, C-56-G-HT-PI-1400: FS, C-56-G-HT-PI-2000: FS, C-56-HC01-PL-ME-4000: FS, C-56-PR-838-PI-1000: FS, C-56-PR-838-PI-1200",2023-11-03 00:00:00,2023-11-17 00:00:00,14
HS-CN-0210,CP Drilling & Earthing Drilling RFQ & Quotation Receipt,27,P2543-R01-Oct24..1.2.12.5,"HE-CP-230, ML1002","HE-CP-230: FS 10, ML1002: FS",HS-CN-0230,HS-CN-0230: FS,2023-11-22 00:00:00,2024-01-02 00:00:00,41
HS-CN-0230,CP Drilling & Earthing Drilling  Complete Evaluation (Internal),8,P2543-R01-Oct24..1.2.12.5,HS-CN-0210,HS-CN-0210: FS,HS-CN-0240,HS-CN-0240: FS,2024-01-03 00:00:00,2024-01-15 00:00:00,12
HS-CN-0240,CP Drilling & Earthing Drilling Subcontract Award,21,P2543-R01-Oct24..1.2.12.5,HS-CN-0230,HS-CN-0230: FS,"C-56-591-01-EI-1600, C-52-598-06-EI-1210, C-52-598-06-EI-1400, C-52-598-06-CA-1000, C-52-598-05-EI-1210, C-52-598-05-EI-1400, C-52-598-05-CA-1000, C-52-598-04-EI-1210, C-52-598-04-EI-1400, C-52-598-03-EI-1210, C-52-598-03-EI-1400, C-52-598-03-CA-1000, C-52","C-56-591-01-EI-1600: FS, C-52-598-06-EI-1210: FS, C-52-598-06-EI-1400: FS, C-52-598-06-CA-1000: FS, C-52-598-05-EI-1210: FS, C-52-598-05-EI-1400: FS, C-52-598-05-CA-1000: FS, C-52-598-04-EI-1210: FS, C-52-598-04-EI-1400: FS, C-52-598-03-EI-1210: FS, C-52-5",2024-02-26 00:00:00,2024-03-27 00:00:00,30
HS-CN-0260,FOC Splicing / Termination RFQ & Quotation Receipt,5,P2543-R01-Oct24..1.2.12.6,"ML1002, HP-BK-0060","ML1002: FS, HP-BK-0060: FS",HS-CN-0280,HS-CN-0280: FS,2023-12-22 00:00:00,2023-12-29 00:00:00,7
HS-CN-0280,FOC Splicing / Termination Complete Evaluation (Internal),12,P2543-R01-Oct24..1.2.12.6,HS-CN-0260,HS-CN-0260: FS,HS-CN-0290,HS-CN-0290: FS,2024-02-26 00:00:00,2024-03-13 00:00:00,16
HS-CN-0290,FOC Splicing / Termination Subcontract Award,4,P2543-R01-Oct24..1.2.12.6,HS-CN-0280,HS-CN-0280: FS,"ML1030, C-56-PL-607-TE-1200, C-56-PL-607-TE-1400, C-56-PL-607-TE-1600, C-56-EB2-TE-1000, C-56-HC01-PL-TE-8200, C-56-HC01-PL-TE-8400, C-56-01HG-PL-TE-8200, C-56-01HG-PL-TE-8400, C-56-PR-838-TE-1000, C-56-591-01-TE-1000, C-52-06CR-PL-TE-8200, C-52-0506-PL-TE","ML1030: FS, C-56-PL-607-TE-1200: FS, C-56-PL-607-TE-1400: FS, C-56-PL-607-TE-1600: FS, C-56-EB2-TE-1000: FS, C-56-HC01-PL-TE-8200: FS, C-56-HC01-PL-TE-8400: SS, C-56-01HG-PL-TE-8200: FS, C-56-01HG-PL-TE-8400: FS, C-56-PR-838-TE-1000: FS, C-56-591-01-TE-100",2024-03-14 00:00:00,2024-03-20 00:00:00,6
HS-CN-0410,OHPL RFQ & Quotation Receipt,3,P2543-R01-Oct24..1.2.12.7,"ML1002, HE-IC-1010","ML1002: FS, HE-IC-1010: FS 76",HS-CN-0430,HS-CN-0430: FS,2024-01-03 00:00:00,2024-01-07 00:00:00,4
HS-CN-0430,OHPL Complete Evaluation (Internal),10,P2543-R01-Oct24..1.2.12.7,HS-CN-0410,HS-CN-0410: FS,HS-CN-0440,HS-CN-0440: FS,2024-01-08 00:00:00,2024-01-22 00:00:00,14
HS-CN-0440,OHPL Subcontract Award,3,P2543-R01-Oct24..1.2.12.7,HS-CN-0430,HS-CN-0430: FS,"C-52-OHPL-EL-1400, C-52-OHPL-EL-2000","C-52-OHPL-EL-1400: FS, C-52-OHPL-EL-2000: FS",2024-01-23 00:00:00,2024-01-26 00:00:00,3
HS-CN-0460,Earthworks RFQ & Quotation Receipt,20,P2543-R01-Oct24..1.2.12.10,"HE-CS-1570, ML1002","HE-CS-1570: FS, ML1002: FS",HS-CN-0480,HS-CN-0480: FS,2023-08-31 00:00:00,2023-09-28 00:00:00,28
HS-CN-0480,Earthworks Complete Evaluation (Internal),4,P2543-R01-Oct24..1.2.12.10,HS-CN-0460,HS-CN-0460: FS,HS-CN-0490,HS-CN-0490: FS,2023-09-29 00:00:00,2023-10-05 00:00:00,6
HS-CN-0490,Earthworks Subcontract Award,26,P2543-R01-Oct24..1.2.12.10,HS-CN-0480,HS-CN-0480: FS,C-52-06CR-PL-CI-1400,C-52-06CR-PL-CI-1400: FS,2023-10-06 00:00:00,2023-11-13 00:00:00,38
HS-CN-0510,Hot Tapping RFQ & Quotation Receipt,19,P2543-R01-Oct24..1.2.12.11,"ML1002, HE-PR-0860","ML1002: FS, HE-PR-0860: FS 14",HS-CN-0530,HS-CN-0530: FS,2023-09-16 00:00:00,2023-10-13 00:00:00,27
HS-CN-0530,Hot Tapping Complete Evaluation (Internal),25,P2543-R01-Oct24..1.2.12.11,HS-CN-0510,HS-CN-0510: FS,HS-CN-0540,HS-CN-0540: FS,2023-10-13 00:00:00,2023-11-17 00:00:00,35
HS-CN-0540,Hot Tapping Subcontract Award,1,P2543-R01-Oct24..1.2.12.11,HS-CN-0530,HS-CN-0530: FS,"HE-PL-0430, C-56-G-HT101-ME-1000, C-52-D-HT002-ME-1000, C-36-KM-HT03-ME-1000, C-36-KM-HT04-ME-1000","HE-PL-0430: FS, C-56-G-HT101-ME-1000: FS, C-52-D-HT002-ME-1000: FS, C-36-KM-HT03-ME-1000: FS, C-36-KM-HT04-ME-1000: FS",2023-12-12 00:00:00,2023-12-13 00:00:00,1
HS-CN-0560,Building RFQ & Quotation Receipt,14,P2543-R01-Oct24..1.2.12.12,ML1002,ML1002: FS,HS-CN-0580,HS-CN-0580: FS,2023-12-13 00:00:00,2024-01-03 00:00:00,21
HS-CN-0580,Building Complete Evaluation (Internal),42,P2543-R01-Oct24..1.2.12.12,HS-CN-0560,HS-CN-0560: FS,HS-CN-0590,HS-CN-0590: FS,2024-02-26 00:00:00,2024-05-02 00:00:00,66
HS-CN-0590,Building Subcontract Award,4,P2543-R01-Oct24..1.2.12.12,HS-CN-0580,HS-CN-0580: FS,"C-56-EB2-ME-1000, C-56-EB2-ME-1010, C-56-EB2-ME-1200, C-52-EB1-ME-1000","C-56-EB2-ME-1000: FS, C-56-EB2-ME-1010: FS, C-56-EB2-ME-1200: FS, C-52-EB1-ME-1000: FS",2024-05-03 00:00:00,2024-05-09 00:00:00,6
HS-CN-0610,E&I Works RFQ & Quotation Receipt,22,P2543-R01-Oct24..1.2.12.13,"HP-ME-0860, ML1002","HP-ME-0860: FS, ML1002: FS",HS-CN-0630,HS-CN-0630: FS,2023-11-08 00:00:00,2023-12-11 00:00:00,33
HS-CN-0630,E&I Works  Complete Evaluation (Internal),14,P2543-R01-Oct24..1.2.12.13,HS-CN-0610,HS-CN-0610: FS,HS-CN-0640,HS-CN-0640: FS,2024-03-31 00:00:00,2024-04-25 00:00:00,25
